id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Item_Cook_D_03,Pescado salado a la parrilla,Salt-Grilled Fish,Poisson salé,생선 소금구이,塩焼き魚,Рыба с солью,Gegrilde vis,Pesce al sale,Schmorfisch,盐烤鱼,鹽烤魚,Poisson salé,Pescado a la parrilla,Salt-Grilled Fish
Item_Cook_D_04,Carne salada a la parrilla,Salt-Grilled Meat,Viande salée,고기 소금구이,岩塩焼き肉,Стейк,Gegrild vlees,Carne al sale,Schmorbraten,岩盐烤肉,岩鹽烤肉,Viande salée,Carne a la parrilla,Salt-Grilled Meat
Item_Cook_D_05,Carne exquisita a la parrilla,Salt-Grilled Prime Meat,Viande fine salée,상급 고기 소금구이,上岩塩焼き肉,Сочные стейки,Gegrild vlees XL,Carne al sale XL,Edelschmorbraten,高级岩盐烤肉,高級岩鹽烤肉,Viande fine salée,Carne a la parrilla XL,Salt-Grilled Prime Meat
Item_Cook_D_06,Carne gourmet a la parrilla,Salt-Grilled Gourmet Meat,Viande divine salée,특급 고기 소금구이,極上岩塩焼き肉,Жирные стейки,Gegrild vlees XXL,Carne al sale XXL,Luxusschmorbraten,顶级岩盐烤肉,頂級岩鹽烤肉,Viande divine salée,Carne a la parrilla XXL,Salt-Grilled Gourmet Meat
Item_Cook_D_07,Filete a la pimienta,Pepper Steak,Viande épicée,스파이시 고기구이,スパイシー焼き肉,Пряные стейки,Pittig gegrild vlees,Bistecca al caldoperone,Chili-Fleisch,香辣煎肉,香辣煎肉,Viande épicée,Carne asada,Pepper Steak
Item_Cook_D_08,Pescado a la pimienta,Pepper Seafood,Poisson grillé relevé,스파이시 생선구이,スパイシー焼き魚,Пряная рыба,Pittige gegrilde vis,Pesce al caldoperone,Chili-Fisch,香辣煎鱼,香辣煎魚,Poisson grillé relevé,Pescado asado,Pepper Seafood
Item_Cook_D_09,Cangrejo salado a la parrilla,Salt-Grilled Crab,Crabe salé,게 소금구이,岩塩焼きガニ,Краб с солью,Gegrilde krab,Granchio al sale,Schmorkrabbe,岩盐烤蟹,岩鹽烤蟹,Crabe salé,Cangrejo a la parrilla,Salt-Grilled Crab
Item_Cook_D_10,Estofado de cangrejo,Crab Stir-Fry,Crabe sauté,게볶음,炒めガニ,Краб в соусе,Geroerbakte krab,Granchio rosolato,Krabbenpfanne,炒螃蟹,炒螃蟹,Crabe sauté,Cangrejo salteado,Crab Stir-Fry
Item_Cook_E_01,Arroz frito con ave,Poultry Pilaf,Pilaf de volaille,치킨 필래프,チキンピラフ,Плов,Gevogelte-pilav,Riso con pollame,Geflügel-Pilaw,禽肉菜饭,禽肉菜飯,Pilaf de volaille,Arroz frito con ave,Poultry Pilaf
Item_Cook_E_02,Arroz frito con ave exquisito,Prime Poultry Pilaf,Pilaf de volaille fine,상급 치킨 필래프,上チキンピラフ,Сочный плов,Gevogelte-pilav XL,Riso con pollame XL,Edelgeflügel-Pilaw,高级禽肉菜饭,高級禽肉菜飯,Pilaf de volaille fine,Arroz frito con ave XL,Prime Poultry Pilaf
Item_Cook_E_03,Arroz frito con ave gourmet,Gourmet Poultry Pilaf,Pilaf de volaille divine,특급 치킨 필래프,極上チキンピラフ,Жирный плов,Gevogelte-pilav XXL,Riso con pollame XXL,Luxusgeflügel-Pilaw,顶级禽肉菜饭,頂級禽肉菜飯,Pilaf de volaille divine,Arroz frito con ave XXL,Gourmet Poultry Pilaf
Item_Cook_E_04,Arroz con huevo frito,Fried Egg and Rice,Œuf miroir au riz,달걀프라이라이스,目玉焼きライス,Рис с яйцом,Spiegelei met rijst,Riso con uovo,Spiegelei mit Reis,煎蛋饭,煎蛋飯,Œuf au plat au riz,Arroz con huevo frito,Fried Egg and Rice
Item_Cook_F_01,Sopa de carne,Creamy Meat Soup,Velouté de viande,고기 밀크수프,肉入りミルクスープ,Суп с мясом,Vleescrèmesoep,Vellutata di carne,Fleischsuppe,鲜肉牛奶汤,鮮肉牛奶湯,Velouté de viande,Sopa de carne,Creamy Meat Soup
Item_Cook_F_02,Sopa de pescado,Creamy Seafood Soup,Velouté de poisson,생선 밀크수프,魚入りミルクスープ,Уха,Vissencrèmesoep,Vellutata di pesce,Fischsuppe,海鲜牛奶汤,海鮮牛奶湯,Velouté de poisson,Sopa de pescado,Creamy Seafood Soup
Item_Cook_F_03,Sopa de verduras,Veggie Cream Soup,Velouté de légumes,야채 크림수프,野菜クリームスープ,Лечо,Groentecrèmesoep,Vellutata di verdure,Gemüsecremesuppe,蔬菜浓汤,蔬菜濃湯,Velouté de légumes,Sopa de verduras,Veggie Cream Soup
Item_Cook_F_04,Crema de corazón,Creamy Heart Soup,Velouté de cœur,하트 밀크수프,ハートミルクスープ,Суп «Сердце»,Hartencrèmesoep,Zuppa dell'amore,Herzchensuppe,心心牛奶汤,心心牛奶湯,Velouté de cœur,Crema de la pasión,Creamy Heart Soup
Item_Cook_G_02,Bolas de arroz con mariscos,Seafood Rice Balls,Boulettes au poisson,해물 주먹밥,海鮮おにぎり,Онигири,Visrijstballen,Onigiri di pesce,Fischreisbällchen,海鲜饭团,海鮮飯糰,Boulettes au poisson,Bolas de arroz con pescado,Seafood Rice Balls
Item_Cook_G_03,Bolas de arroz con verduras,Veggie Rice Balls,Boulettes aux herbes,야채 주먹밥,山菜おにぎり,Луговички,Groenterijstballen,Onigiri alle erbe,Kräuter-Reisbällchen,野菜饭团,野菜飯糰,Boulettes aux herbes,Bolas de arroz con verdura,Veggie Rice Balls
Item_Cook_G_04,Bolas de arroz con hongos,Mushroom Rice Balls,Boulettes aux champis,버섯 주먹밥,キノコおにぎり,Лесовички,Paddenstoelrijstballen,Onigiri ai funghi,Pilz-Reisbällchen,蘑菇饭团,蘑菇飯糰,Boulettes aux champis,Bolas de arroz con setas,Mushroom Rice Balls
Item_Cook_G_05,Arroz con carne,Meat and Rice Bowl,Riz à la viande,짐승 고기덮밥,ケモノ肉丼,Котлеты,Wild met rijst,Riso con selvaggina,Wild-Reis,兽肉盖饭,獸肉蓋飯,Riz à la venaison,Arroz con carne,Meat and Rice Bowl
Item_Cook_G_06,Arroz con carne exquisita,Prime Meat and Rice Bowl,Riz à la viande fine,상급 짐승 고기덮밥,上ケモノ肉丼,Сочные котлеты,Wild met rijst XL,Riso con selvaggina XL,Edelwild-Reis,高级兽肉盖饭,高級獸肉蓋飯,Riz à la venaison fine,Arroz con carne XL,Prime Meat and Rice Bowl
Item_Cook_G_09,Arroz con carne gourmet,Gourmet Meat and Rice Bowl,Riz à la viande divine,특급 짐승 고기덮밥,極上ケモノ肉丼,Жирные котлеты,Wild met rijst XXL,Riso con selvaggina XXL,Luxuswild-Reis,顶级兽肉盖饭,頂級獸肉蓋飯,Riz à la venaison divine,Arroz con carne XXL,Gourmet Meat and Rice Bowl
Item_Cook_G_10,Arroz frito con mariscos,Seafood Fried Rice,Riz frit de la mer,해물볶음밥,海鮮チャーハン,Ризотто,Vis met rijst,Riso ai frutti di mare,Meeresfrüchtereis,海鲜炒饭,海鮮炒飯,Riz frit de la mer,Arroz frito con marisco,Seafood Fried Rice
Item_Cook_G_11,Arroz frito especiado,Curry Pilaf,Riz au curry,카레 필래프,カレーピラフ,Пряный плов,Kerriepilav,Risotto al curry,Curry-Pilaw,咖喱菜饭,咖哩菜飯,Riz au curry,Arroz frito especiado,Curry Pilaf
Item_Cook_G_12,Arroz con hongos,Mushroom Risotto,Risotto aux champis,버섯 리조또,キノコリゾット,Каша с грибами,Paddenstoelrisotto,Risotto ai funghi,Pilzrisotto,蘑菇烩饭,蘑菇燉飯,Risotto aux champis,Arroz con setas,Mushroom Risotto
Item_Cook_G_13,Arroz con calabaza,Vegetable Risotto,Risotto aux légumes,야채 리조또,野菜リゾット,Каша с овощами,Groenterisotto,Risotto alle verdure,Gemüserisotto,蔬菜烩饭,蔬菜燉飯,Risotto aux légumes,Arroz con verduras,Vegetable Risotto
Item_Cook_G_14,Arroz con salmón,Salmon Risotto,Risotto au saumon,연어 리조또,サーモンリゾット,Каша с семгой,Zalmrisotto,Risotto al salmone,Lachsrisotto,鲑鱼烩饭,鮭魚燉飯,Risotto au saumon,Arroz con salmón,Salmon Risotto
Item_Cook_G_15,Bolas de arroz con carne,Meaty Rice Balls,Boulettes à la viande,고기 주먹밥,肉おにぎり,Мясики,Vleesrijstballen,Onigiri con carne,Fleisch-Reisbällchen,鲜肉饭团,鮮肉飯糰,Boulettes à la viande,Bolas de arroz con carne,Meaty Rice Balls
Item_Cook_G_16,Arroz frito con cangrejo,Crab Omelet with Rice,Riz frit œuf-crabe,게살 달걀볶음밥,カニ玉チャーハン,Рис с крабом,Krabomelet met rijst,Riso con uova e granchio,Krabbenreis,蟹肉蛋炒饭,蟹肉蛋炒飯,Riz frit œuf-crabe,Arroz frito con cangrejo,Crab Omelet with Rice
Item_Cook_G_17,Arroz con cangrejo,Crab Risotto,Risotto au crabe,게살 리조또,カニリゾット,Каша с крабом,Krabrisotto,Risotto al granchio,Krabbenrisotto,蟹肉烩饭,蟹肉燉飯,Risotto au crabe,Arroz con cangrejo,Crab Risotto
Item_Cook_H_01,Pescado con salsa,Seafood Meunière,Poisson meunière,생선 뫼니에르,魚ムニエル,Рыба под соусом,Vis met boter,Pesce alla mugnaia,Knusperfisch,干煎鱼,乾煎魚,Poisson meunière,Pescado con salsa,Seafood Meunière
Item_Cook_H_02,Besugo con salsa,Porgy Meunière,Daurade meunière,도미 뫼니에르,鯛ムニエル,Пагр под соусом,Zeebaars met boter,Orata alla mugnaia,Knusperschnapper,干煎鲷鱼,乾煎鯛魚,Daurade meunière,Dorada con salsa,Porgy Meunière
Item_Cook_H_03,Salmón con salsa,Salmon Meunière,Saumon meunière,연어 뫼니에르,サーモンムニエル,Семга под соусом,Zalm met boter,Salmone alla mugnaia,Knusperlachs,干煎鲑鱼,乾煎鮭魚,Saumon meunière,Salmón con salsa,Salmon Meunière
Item_Cook_I_01,Pay de frutas,Fruit Pie,Tarte aux fruits,프루트 파이,フルーツパイ,Кекс с фруктами,Vruchtenvlaai,Crostata di frutta,Obstkuchen,水果派,水果派,Tarte aux fruits,Pastelito de frutas,Fruit Pie
Item_Cook_I_02,Pay de manzana,Apple Pie,Tarte aux pommes,애플파이,アップルパイ,Яблочный пирог,Appeltaart,Torta di mele,Apfelkuchen,苹果派,蘋果派,Tarte aux pommes,Tarta de manzana,Apple Pie
Item_Cook_I_03,Tartaleta de huevo,Egg Tart,Tarte aux œufs,에그 타르트,エッグタルト,Тарталетка,Eiertaart,Crostata alle uova,Eiertorte,蛋挞,蛋撻,Tarte aux œufs,Tartaleta de huevo,Egg Tart
Item_Cook_I_04,Empanada de carne,Meat Pie,Tourte à la viande,미트 파이,ミートパイ,Пирог с мясом,Vleespastei,Sformato di carne,Fleischpastete,鲜肉派,鮮肉派,Tourte à la viande,Hojaldre de carne,Meat Pie
Item_Cook_I_05,Pastel de zanahoria,Carrot Cake,Gâteau aux carottes,당근 케이크,ニンジンケーキ,Морковный пирог,Worteltaart,Torta di carote,Karottenkuchen,胡萝卜蛋糕,胡蘿蔔蛋糕,Gâteau à la carotte,Pastel de zanahoria,Carrot Cake
Item_Cook_I_06,Pay de calabaza,Pumpkin Pie,Gâteau à la citrouille,호박 케이크,カボチャケーキ,Тыквенный пирог,Pompoentaart,Torta di zucca,Kürbiskuchen,南瓜蛋糕,南瓜蛋糕,Gâteau à la citrouille,Pastel de calabaza,Pumpkin Pie
Item_Cook_I_07,Manzanas a la mantequilla,Hot Buttered Apple,Pommes au four,버터 바른 사과,リンゴバター,Яблоко в масле,Boterappel,Mela al burro,Butterapfel,黄油苹果,奶油蘋果,Pommes au four,Manzanas a la manteca,Hot Buttered Apple
Item_Cook_I_08,Manzanas a la miel,Honeyed Apple,Pommes au miel,꿀에 절인 사과,ハチミツリンゴ,Яблоко с медом,Honingappel,Mela al miele,Honigapfel,蜂蜜苹果,蜂蜜蘋果,Pommes au miel,Manzanas a la miel,Honeyed Apple
Item_Cook_I_09,Frutas a la miel,Honeyed Fruits,Fruits au miel,꿀에 절인 과일,ハチミツ果実,Фрукты с медом,Honingfruit,Frutta al miele,Honigobst,蜂蜜水果,蜂蜜水果,Fruits au miel,Frutas a la miel,Honeyed Fruits
Item_Cook_I_10,Crepa,Plain Crepe,Crêpe,플레인 크레이프,プレーンクレープ,Блин,Pannenkoek,Crespella,Crêpe,原味可丽饼,原味可麗餅,Crêpe,Torta con mantequilla,Plain Crepe
Item_Cook_I_11,Crepa con frambuesas,Wildberry Crepe,Crêpe aux baies,딸기 크레이프,イチゴクレープ,Блин с малиной,Bessenpannenkoek,Crespella al lampone,Wildbeeren-Crêpe,草莓可丽饼,草莓可麗餅,Crêpe aux baies,Torta con frambuesas,Wildberry Crepe
Item_Cook_I_12,Pastel de frutos secos,Nutcake,Gâteau aux graines,너츠 케이크,ナッツケーキ,Ореховый кекс,Notentaart,Dolce di frutta secca,Nusskuchen,坚果蛋糕,堅果蛋糕,Gâteau aux graines,Bizcocho de semillas,Nutcake
Item_Cook_I_13,Plátanos fritos,Fried Bananas,Bananes frites,튀긴 바나나,あげバナナ,Жареные бананы,Gebakken bananen,Banane fritte,Bratbanane,炸香蕉,炸香蕉,Bananes frites,Plátanos fritos,Fried Bananas
