id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
CheckPoint094,Raíz de Iqu'simoi,Kuzimoy Lightroot,Racine Iquz Imoy,키즈미요의 뿌리,キズミヨの根,Корень Икуздимё,Kuzimoy-wortel,Radice di Kuzimoy,Khusimoj-Wurzel,奇诸米悠之根,奇諸米悠之根,Racine Iquz Imoy,Raíz de Iqu'simoi,Kuzimoy Lightroot
CheckPoint076,Raíz de Is'iotu,Sijotu Lightroot,Racine Ixiz Otu,시지토우의 뿌리,シジトウの根,Корень Исиздоту,Sijotu-wortel,Radice di Sij Hotu,Jidotu-Wurzel,希吉托乌之根,希吉托烏之根,Racine Ixiz Otu,Raíz de Is'iotu,Sijotu Lightroot
CheckPoint106,Raíz de Isi'nin,Sijnin Lightroot,Racine Ixiz Nin,시지음니의 뿌리,シジンニの根,Корень Исизднин,Sijnin-wortel,Radice di Xij Nini,Isijdnin-Wurzel,希吉恩尼之根,希吉恩尼之根,Racine Ixiz Nin,Raíz de Isi'nin,Sijnin Lightroot
CheckPoint143,Raíz de Isinatag,Sisinatag Lightroot,Racine Isisin Atag,시시니타가의 뿌리,シシニタガの根,Корень Исисинатаг,Sisinatag-wortel,Radice di Issin Atag,Hsinatag-Wurzel,希希尼塔嘎之根,希希尼塔嘎之根,Racine Isisin Atag,Raíz de Isinatag,Sisinatag Lightroot
CheckPoint023,Raíz de Isuq'uqis,Uukukis Lightroot,Racine Ituq Qis,치쿠쿠시의 뿌리,チククシの根,Корень Итукукис,Uukukis-wortel,Radice di Ihcukukis,Ijdukkis-Wurzel,奇克克希之根,奇克克希之根,Racine Ituq Qis,Raíz de Isuq'uqis,Uukukis Lightroot
CheckPoint064,Raíz de It'uqaram,Cugukaram Lightroot,Racine Itug Qalam,치구쿠라마의 뿌리,チグクラマの根,Корень Итугукарам,Cugukaram-wortel,Radice di Hug Karam,Istug-karam-Wurzel,奇古克拉马之根,奇古克拉馬之根,Racine Itug Qalam,Raíz de It'uqaram,Cugukaram Lightroot
CheckPoint001,Raíz de Iu'iqoi,Ui-ihcoj Lightroot,Racine Uyi Itoj,우이치죠의 뿌리,ウイチョジの根,Корень Уи-Итёзд,Ui-ihcoj-wortel,Radice di Ui Ihcoj,U’i-itoj-Wurzel,乌伊奇乔之根,烏伊奇喬之根,Racine Uyi Itoj,Raíz de Iu'iqoi,Ui-ihcoj Lightroot
CheckPoint024,Raíz de Ma'qauis,Amakawis Lightroot,Racine Amaq Auis,마카와시의 뿌리,マカワシの根,Корень Амакавис,Amakawis-wortel,Radice di Amaqawis,Amakawis-Wurzel,马卡瓦希之根,馬卡瓦希之根,Racine Amaq Auis,Raíz de Ma'qauis,Amakawis Lightroot
CheckPoint085,Raíz de Mimu'is,Mimufis Lightroot,Racine Imim Ufis,미미후시의 뿌리,ミミフシの根,Корень Имимуфис,Mimufis-wortel,Radice di Mimu Fis,Mim-fis-Wurzel,米米富希之根,米米富希之根,Racine Imim Ufis,Raíz de Mimu'is,Mimufis Lightroot
CheckPoint108,Raíz de Mon'uqes,Ramobnukas Lightroot,Racine Alamob Nuqes,라마보음쿠세의 뿌리,ラマボンクセの根,Корень Арамоб-Мукэс,Ramobnukas-wortel,Radice di Ramob Nuhes,Ram-bnukez-Wurzel,拉马波恩克世之根,拉馬波恩克世之根,Racine Alamob Nuqes,Raíz de Mon'uqes,Ramobnukas Lightroot
CheckPoint008,Raíz de Mu'mustor,Umamustor Lightroot,Racine Mam Utor,무마츠로의 뿌리,ムマツロの根,Корень Умамуцор,Umamustor-wortel,Radice di Amumustor,Amustmor-Wurzel,姆马兹罗之根,姆馬茲羅之根,Racine Mam Utor,Raíz de Mu'mustor,Umamustor Lightroot
CheckPoint075,Raíz de Mu'usuto,Mustuto Lightroot,Racine Amut Uto,마츠츠오의 뿌리,マツツオの根,Корень Амуцуцо,Mustuto-wortel,Radice di Hamux Zo,Amutto-Wurzel,马兹兹欧之根,馬茲茲歐之根,Racine Amut Uto,Raíz de Mu'usuto,Mustuto Lightroot
CheckPoint042,Raíz de Mu'utus,Mu-ustust Lightroot,Racine Emu Tut,메우츠츠의 뿌리,メウツツの根,Корень Эму-Уцуц,Mu-ustust-wortel,Radice di Emu Ustust,Mu-ustust-Wurzel,每乌兹兹之根,每烏茲茲之根,Racine Emu Tut,Raíz de Mu'utus,Mu-ustust Lightroot
CheckPoint019,Raíz de Muisoro,Muihcoro Lightroot,Racine Muït Olo,무우치로오의 뿌리,ムウチロオの根,Корень Умуиторо,Muihcoro-wortel,Radice di Umu Ihcoro,Mu-istoro-Wurzel,姆乌奇罗欧之根,姆烏奇羅歐之根,Racine Muït Olo,Raíz de Muisoro,Muihcoro Lightroot
CheckPoint013,Raíz de Muoq'ui,Muokuij Lightroot,Racine Emuöq Uiz,메우코우지의 뿌리,メウコウジの根,Корень Эмуоку-Изд,Muokuij-wortel,Radice di Emuhok Uj,Mu-kuij-Wurzel,每乌可乌吉之根,每烏可烏吉之根,Racine Emuöq Uiz,Raíz de Muoq'ui,Muokuij Lightroot
CheckPoint072,Raíz de Muot'ue,Muotue Lightroot,Racine Emu Otuë,메우토우에의 뿌리,メウトウエの根,Корень Эму-Отуэ,Muotue-wortel,Radice di Emu Ote,Emu-tuje-Wurzel,每乌托乌艾之根,每烏托烏艾之根,Racine Emu Otuë,Raíz de Muot'ue,Muotue Lightroot
CheckPoint100,Raíz de Mus'tasu,Muzasu Lightroot,Racine Amuz Asu,마즈사우의 뿌리,マズサウの根,Корень Амуздасу,Muzasu-wortel,Radice di Muzas Ru,Mu-sazu-Wurzel,马诸萨乌之根,馬諸薩烏之根,Racine Amuz Asu,Raíz de Mus'tasu,Muzasu Lightroot
CheckPoint132,Raíz de Naru'sis,Narusis Lightroot,Racine Anar Usis,나라스시의 뿌리,ナラスシの根,Корень Анарусис,Narusis-wortel,Radice di Narus His,Naruzis-Wurzel,纳拉斯希之根,納拉斯希之根,Racine Anar Usis,Raíz de Naru'sis,Narusis Lightroot
CheckPoint016,Raíz de Natoiros,Gonatoyros Lightroot,Racine Ogin Atoylos,고니타료소의 뿌리,ゴニタヨリソの根,Корень Огинатёрос,Gonatoyros-wortel,Radice di Qinat Yros,Ginatojros-Wurzel,高尼塔琉索之根,高尼塔琉索之根,Racine Ogin Atoylos,Raíz de Natoiros,Gonatoyros Lightroot
CheckPoint074,Raíz de Nedit'aiam,Gedihcayam Lightroot,Racine Anigedit Ayam,나기데치야마의 뿌리,ナギデチヤマの根,Корень Анигэдит-Яам,Gedihcayam-wortel,Radice di Niged Hcayam,Nigedijt-ayam-Wurzel,纳基德奇亚马之根,納基德奇亞馬之根,Racine Anigedit Ayam,Raíz de Nedit'aiam,Gedihcayam Lightroot
CheckPoint057,Raíz de Nesiaqi,Siakij Lightroot,Racine Nesi Aqiz,음세이카지의 뿌리,セイカジの根,Корень Нэси-Акизд,Siakij-wortel,Radice di Nesiaqij,Ne-ziakij-Wurzel,恩世伊卡吉之根,恩世伊卡吉之根,Racine Nesi Aqiz,Raíz de Nesiaqi,Siakij Lightroot
CheckPoint124,Raíz de Neti'inet,Netinet Lightroot,Racine Netiz Net,음테지음테의 뿌리,テジンテの根,Корень Нэт-Изднэт,Netinet-wortel,Radice di Netij Net,Netijdnet-Wurzel,恩帖吉恩帖之根,恩帖吉恩帖之根,Racine Netiz Net,Raíz de Neti'inet,Netinet Lightroot
CheckPoint114,Raíz de Ni'iraram,Ni-iraram Lightroot,Racine Aniïl Ayam,나이리야마의 뿌리,ナイリヤマの根,Корень Ани-Ирарам,Ni-iraram-wortel,Radice di Hani Laram,Ani’ir-ayam-Wurzel,纳伊里亚马之根,納伊里亞馬之根,Racine Aniïl Ayam,Raíz de Ni'iraram,Ni-iraram Lightroot
CheckPoint051,Raíz de Ni'uzimod,Niuzimod Lightroot,Racine Oniüz Imod,노이즈미도의 뿌리,ノイズミドの根,Корень Он-Йузимод,Niuzimod-wortel,Radice di Nuz Imod,Oni’usmod-Wurzel,诺伊诸米多之根,諾伊諸米多之根,Racine Oniüz Imod,Raíz de Ni'uzimod,Niuzimod Lightroot
CheckPoint112,Raíz de Nigo'o,Migo-o Lightroot,Racine Nigo O,음기오오의 뿌리,ギオオの根,Корень Ниго-О,Migo-o-wortel,Radice di Nig Oo,Nigo-o-Wurzel,恩基欧欧之根,恩基歐歐之根,Racine Nigo O,Raíz de Nigo'o,Migo-o Lightroot
CheckPoint131,Raíz de Niq'osi,Nikohsi Lightroot,Racine Niq Oxi,음키쇼이의 뿌리,キョシイの根,Корень Никёси,Nikohsi-wortel,Radice di Nikohsi,Nikohsi-Wurzel,恩奇修伊之根,恩奇修伊之根,Racine Niq Oxi,Raíz de Niq'osi,Nikohsi Lightroot
CheckPoint035,Raíz de No'nisiq,Anonisik Lightroot,Racine Anon Isiq,나노시키의 뿌리,ナノシキの根,Корень Анон-Исик,Anonisik-wortel,Radice di Anonihsiq,Anonisik-Wurzel,纳诺希奇之根,納諾希奇之根,Racine Anon Isiq,Raíz de No'nisiq,Anonisik Lightroot
CheckPoint068,Raíz de Nouq'oiq,Nogukoyk Lightroot,Racine Inog Qoyq,니고쿠쿄의 뿌리,ニゴクヨキの根,Корень Иногу-Кёк,Nogukoyk-wortel,Radice di Noguq Uoyk,Inoguqojk-Wurzel,尼高克巧之根,尼高克巧之根,Racine Inog Qoyq,Raíz de Nouq'oiq,Nogukoyk Lightroot
CheckPoint053,Raíz de Nu'aqiq,Nikakik Lightroot,Racine Nuq Aqiq,음쿠카키의 뿌리,クカキの根,Корень Нукакик,Nukakik-wortel,Radice di Nukakiq,Nuqaqik-Wurzel,恩克卡奇之根,恩克卡奇之根,Racine Nuq Aqiq,Raíz de Nu'aqiq,Nikakik Lightroot
CheckPoint036,Raíz de Nu'azoxo,U-nazohso Lightroot,Racine Ungas Oxo,우음자쇼오의 뿌리,ウンザヨシオの根,Корень У-Наздёсо,U-nazohso-wortel,Radice di Unazo Hso,U-nasohso-Wurzel,乌恩扎修欧之根,烏恩扎修歐之根,Racine Ungas Oxo,Raíz de Nu'azoiso,U-nazohso Lightroot
CheckPoint032,Raíz de Nu'qoarat,Koradat Lightroot,Racine Nuq Oladat,음쿠로다타의 뿌리,クロダタの根,Корень Нукорадат,Koradat-wortel,Radice di Nuko Radat,Nu-koradat-Wurzel,恩克罗达塔之根,恩克羅達塔之根,Racine Nuq Oladat,Raíz de Nu'qoarat,Koradat Lightroot
CheckPoint021,Raíz de Nuis'oiuat,Nupisoyuat Lightroot,Racine Inupisoy Üat,니푸시요우타의 뿌리,ニプシヨウタの根,Корень Инупсё-Уат,Nupisoyuat-wortel,Radice di Pisoy Uat,Inup-isoju’at-Wurzel,尼普希悠乌塔之根,尼普希悠烏塔之根,Racine Inupisoy Üat,Raíz de Nuis'oiuat,Nupisoyuat Lightroot
CheckPoint009,Raíz de Nusam'aiam,Stamayam Lightroot,Racine Onutam Ayam,노츠마야마의 뿌리,ノツマヤマの根,Корень Онуцамя-Ам,Stamayam-wortel,Radice di Nux Tamham,Onutam-ayam-Wurzel,诺兹马亚马之根,諾茲馬亞馬之根,Racine Onutam Ayam,Raíz de Nusam'aiam,Stamayam Lightroot
CheckPoint059,Raíz de Oinapanos,Napanos Lightroot,Racine Onap Anos,노파나소의 뿌리,ノパナソの根,Корень Онапа-Нос,Napanos-wortel,Radice di Nap Nohs,Onapa’noz-Wurzel,诺帕纳索之根,諾帕納索之根,Racine Onap Anos,Raíz de Oinapanos,Napanos Lightroot
CheckPoint017,Raíz de Oqo'aiam,Kayam Lightroot,Racine Oqoq Ayam,코코야마의 뿌리,ココヤマの根,Корень Ококя-Ам,Kayam-wortel,Radice di Hokay Ham,Qok-ayam-Wurzel,可可亚马之根,可可亞馬之根,Racine Oqoq Ayam,Raíz de Oqo'aiam,Kayam Lightroot
CheckPoint098,Raíz de Paisom,Nipahsom Lightroot,Racine Nip Axom,음피샤모의 뿌리,ピャシモの根,Корень Нипясом,Nipahsom-wortel,Radice di Nipas Hom,Nipahsom-Wurzel,恩皮夏摩之根,恩皮夏摩之根,Racine Nip Axom,Raíz de Paisom,Nipahsom Lightroot
CheckPoint086,Raíz de Qa'ato,Kato Lightroot,Racine Aqlaq Ato,카카타오의 뿌리,カカタオの根,Корень Окакато,Kato-wortel,Radice di Haqat Uo,Akkato-Wurzel,卡卡塔欧之根,卡卡塔歐之根,Racine Aqlaq Ato,Raíz de Qa'ato,Kato Lightroot
CheckPoint129,Raíz de Qa'tanis,Akinatanis Lightroot,Racine Aqlaqin Atanis,카카니타나시의 뿌리,カカニタナシの根,Корень Окакинатанис,Akinatanis-wortel,Radice di Nuaq Atan,Kkatan-nis-Wurzel,卡卡尼塔纳希之根,卡卡尼塔納希之根,Racine Aqlaqin Atanis,Raíz de Qa'tanis,Akinatanis Lightroot
CheckPoint102,Raíz de Qa'toi,Katoij Lightroot,Racine Oïqat Oiz,오키타오지의 뿌리,オキタオジの根,Корень Оикатоизд,Katoij-wortel,Radice di Hoi Katoj,O’iqatoijd-Wurzel,欧奇塔欧吉之根,歐奇塔歐吉之根,Racine Oïqat Oiz,Raíz de Qa'toi,Katoij Lightroot
CheckPoint003,Raíz de Qa'umoro,Kawumoro Lightroot,Racine Aqau Molo,카와무로오의 뿌리,カワムロオの根,Корень Акавуморо,Kawumoro-wortel,Radice di Aqaw Umoro,Akaw-moro-Wurzel,卡瓦姆罗欧之根,卡瓦姆羅歐之根,Racine Aqau Molo,Raíz de Qa'umoro,Kawumoro Lightroot
CheckPoint058,Raíz de Qa'watiq,Kawatik Lightroot,Racine Aqau Atiq,카와타키의 뿌리,カワタキの根,Корень Акаватик,Kawatik-wortel,Radice di Qawat Hik,Akaw-atik-Wurzel,卡瓦塔奇之根,卡瓦塔奇之根,Racine Aqau Atiq,Raíz de Qa'watiq,Kawatik Lightroot
CheckPoint054,Raíz de Qatai'abis,Katijabis Lightroot,Racine Oïqat Ijavis,오키타지바시의 뿌리,オキタジバシの根,Корень Оикати-Здабис,Katijabis-wortel,Radice di Qat Jabis,O’ikat-jdabis-Wurzel,欧奇塔吉巴希之根,歐奇塔吉巴希之根,Racine Oïqat Ijavis,Raíz de Qatai'abis,Katijabis Lightroot
CheckPoint103,Raíz de Qataqi,Kataki Lightroot,Racine Qat Aqi,쿠타카이의 뿌리,クタカイの根,Корень Укатаки,Kataki-wortel,Radice di Hukat Ki,Kataqi-Wurzel,克塔卡伊之根,克塔卡伊之根,Racine Qat Aqi,Raíz de Qataqi,Kataki Lightroot
CheckPoint147,Raíz de Qatenim,Katenim Lightroot,Racine Aqlaq Atenim,카카타네미의 뿌리,カカタネミの根,Корень Окакатним,Katenim-wortel,Radice di Haqa Tenim,Akkatenim-Wurzel,卡卡塔聂米之根,卡卡塔聶米之根,Racine Aqlaq Atenim,Raíz de Qatenim,Katenim Lightroot
CheckPoint125,Raíz de Qato'aiam,Ikatoayam Lightroot,Racine Iqato Ayam,키타오야마의 뿌리,キタオヤマの根,Корень Икатоя-Ам,Ikatoayam-wortel,Radice di Ikhat Ayam,Ikato-ayam-Wurzel,奇塔欧亚马之根,奇塔歐亞馬之根,Racine Iqato Ayam,Raíz de Qato'aiam,Ikatoayam Lightroot
CheckPoint049,Raíz de Qe'gopa,Kegopa Lightroot,Racine Eqeg Opa,케게포아의 뿌리,ケゲポアの根,Корень Экэгопа,Kegopa-wortel,Radice di Qeg Opa,Ekegopa-Wurzel,凯盖珀阿之根,凱蓋珀阿之根,Racine Eqeg Opa,Raíz de Qe'gopa,Kegopa Lightroot
CheckPoint027,Raíz de Qimadena,Kimimadena Lightroot,Racine Aqimim Adena,카미미다네아의 뿌리,カミミダネアの根,Корень Акими-Мадэна,Kimimadena-wortel,Radice di Mima Dena,Akmimadna-Wurzel,卡米米达聂阿之根,卡米米達聶阿之根,Racine Aqimim Adena,Raíz de Qimadena,Kimimadena Lightroot
CheckPoint018,Raíz de Qimimeg,Kimimeg Lightroot,Racine Aqim Imeg,카미미게의 뿌리,カミミゲの根,Корень Акимимэг,Kimimeg-wortel,Radice di Aqimimeg,Qimimeg-Wurzel,卡米米盖之根,卡米米蓋之根,Racine Aqim Imeg,Raíz de Qimimeg,Kimimeg Lightroot
CheckPoint087,Raíz de Qinatoirim,Gonatoyrim Lightroot,Racine Oginat Oilim,고니타료미의 뿌리,ゴニタヨリミの根,Корень Огинатёрим,Gonatoyrim-wortel,Radice di Ginat Irim,Ginatojrim-Wurzel,高尼塔琉米之根,高尼塔琉米之根,Racine Oginat Oilim,Raíz de Qinatoirim,Gonatoyrim Lightroot
CheckPoint089,Raíz de Qis'omom,Kisomom Lightroot,Racine Aqis Omom,카시모모의 뿌리,カシモモの根,Корень Акисомом,Kisomom-wortel,Radice di Kihs Omom,Kisomom-Wurzel,卡希摩摩之根,卡希摩摩之根,Racine Aqis Omom,Raíz de Qis'omom,Kisomom Lightroot
CheckPoint026,Raíz de Qo'goir,Kogoir Lightroot,Racine Oqog Oïr,코고오리의 뿌리,コゴオリの根,Корень Окогоир,Kogoir-wortel,Radice di Okogoir,Kogoir-Wurzel,可高欧里之根,可高歐里之根,Racine Oqog Oïr,Raíz de Qo'goir,Kogoir Lightroot
CheckPoint056,Raíz de Qo'sutu,Kohsustu Lightroot,Racine Iqox Utu,키쇼츠우의 뿌리,キョシツウの根,Корень Икёсуцу,Kohsustu-wortel,Radice di Iqohs Zu,Kohssu-Wurzel,奇修兹乌之根,奇修茲烏之根,Racine Iqox Utu,Raíz de Qo'sutu,Kohsustu Lightroot
CheckPoint144,Raíz de Qonorum,Korom Lightroot,Racine Uqnol Omeriautcnas,쿠음로모의 뿌리,クンロモの根,Корень Укнором,Korom-wortel,Radice di Uknorom,Konolom-Wurzel,克恩罗摩之根,克恩羅摩之根,Racine Uqnol Omeriautcnas,Raíz de Qonorum,Korom Lightroot
