id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Dungeon143,Santuario de Gatanisi,Gatanisis Shrine,Sanctuaire Gata Nisisi,가타니시시의 사당,ガタニシシの祠,Святилище Гатанисиси,Tempel van Gatanisis,Sacrario di Gata Nissi,Gatanish-Schrein,嘎塔尼希希神庙,嘎塔尼希希神廟,Sanctuaire Gata Nisisi,Santuario de Gatanisi,Gatanisis Shrine
Dungeon040,Santuario de Gataqis,Gatakis Shrine,Sanctuaire Gata Qisa,가타키사의 사당,ガタキサの祠,Святилище Гатакиса,Tempel van Gatakis,Sacrario di Gataqisa,Gata-kiza-Schrein,嘎塔奇萨神庙,嘎塔奇薩神廟,Sanctuaire Gata Qisa,Santuario de Gataqis,Gatakis Shrine
Dungeon018,Santuario de Gemimiq,Gemimik Shrine,Sanctuaire Gemi Miqa,게미미카의 사당,ゲミミカの祠,Святилище Гэмимика,Tempel van Gemimik,Sacrario di Gemimiqa,Gemimiq-Schrein,盖米米卡神庙,蓋米米卡神廟,Sanctuaire Gemi Miqa,Santuario de Gemimiq,Gemimik Shrine
Dungeon099,Santuario de Guia'un,Gikaku Shrine,Sanctuaire Giqa Qun,기카쿠음의 사당,ギカクンの祠,Святилище Гикакун,Tempel van Gikaku,Sacrario di Giqaqun,Gikaqun-Schrein,基卡克恩神庙,基卡克恩神廟,Sanctuaire Giqa Qun,Santuario de Guia'un,Gikaku Shrine
Dungeon061,Santuario de Gutanabaq,Gutanbac Shrine,Sanctuaire Gutan Bati,구타음바치의 사당,グタンバチの祠,Святилище Гутамбати,Tempel van Gutanbac,Sacrario di Gutan Bah,Gutanbatji-Schrein,古塔恩巴奇神庙,古塔恩巴奇神廟,Sanctuaire Gutan Bati,Santuario de Gutanabaq,Gutanbac Shrine
Dungeon083,Santuario de Ianasamin,Yansamin Shrine,Sanctuaire Yansa Mino,야음사미노의 사당,ヤンサミノの祠,Святилище Янсамино,Tempel van Yansamin,Sacrario di Yansam Hin,Jan’samino-Schrein,亚恩萨米诺神庙,亞恩薩米諾神廟,Sanctuaire Yansa Mino,Santuario de Ianasamin,Yansamin Shrine
Dungeon090,Santuario de Ig'asuq,Igashuk Shrine,Sanctuaire Iga Xuq,이가슈쿠의 사당,イガシュクの祠,Святилище Игасюку,Tempel van Igashuk,Sacrario di Igashuq,Igasuk-Schrein,伊嘎秀克神庙,伊嘎秀克神廟,Sanctuaire Iga Xuq,Santuario de Ig'asuq,Igashuk Shrine
Dungeon069,Santuario de Igoso'on,Igoshon Shrine,Sanctuaire Igo Xon,이고쇼음의 사당,イゴションの祠,Святилище Игосён,Tempel van Igoshon,Sacrario di Igoshon,Igoshon-Schrein,伊高修恩神庙,伊高修恩神廟,Sanctuaire Igo Xon,Santuario de Igoso'on,Igoshon Shrine
Dungeon041,Santuario de Ihena,Ihen-a Shrine,Sanctuaire Ihe Na,이헤음아의 사당,イヘンアの祠,Святилище Ихэн-А,Tempel van Ihen-a,Sacrario di Ihen Ai,Ihen-a-Schrein,伊黑恩阿神庙,伊黑恩阿神廟,Sanctuaire Ihe Na,Santuario de Ihena,Ihen-a Shrine
Dungeon084,Santuario de Ilion'iu,Jojon Shrine,Sanctuaire Jojo Niü,죠죠니우의 사당,ジョジョニウの祠,Святилище Дзёд-Зёниу,Tempel van Jojon,Sacrario di Joh Gonyu,Djodjoni’u-Schrein,乔乔尼乌神庙,喬喬尼烏神廟,Sanctuaire Jojo Niü,Santuario de Ilion'iu,Jojon Shrine
Dungeon062,Santuario de Inisa,In-isa Shrine,Sanctuaire In Isa,이음이사의 사당,インイサの祠,Святилище Ин-Иса,Tempel van In-isa,Sacrario di Hin Isan,In-iza-Schrein,伊恩伊萨神庙,伊恩伊薩神廟,Sanctuaire In Isa,Santuario de Inisa,In-isa Shrine
Dungeon145,Santuario de Inodoaq,Jinodok Shrine,Sanctuaire Zino Qaö,지노도카오의 사당,ジノドカオの祠,Святилище Дзинодокао,Tempel van Jinodok,Sacrario di Jin Dokah,Djindoka’o-Schrein,吉诺多卡欧神庙,吉諾多卡歐神廟,Sanctuaire Zino Qaö,Santuario de Inodoaq,Jinodok Shrine
Dungeon138,Santuario de Io'nasaw,Jonsau Shrine,Sanctuaire Jon Saü,죠음사우의 사당,ジョンサウの祠,Святилище Дзёнсау,Tempel van Jonsau,Sacrario di Jonsau,Jonzahu-Schrein,乔恩萨乌神庙,喬恩薩烏神廟,Sanctuaire Jon Saü,Santuario de Io'nasaw,Jonsau Shrine
Dungeon127,Santuario de Io'xiu,Josiu Shrine,Sanctuaire Jo Siü,죠시우의 사당,ジョシウの祠,Святилище Дзёсиу,Tempel van Josiu,Sacrario di Joh Xun,Djosiu-Schrein,乔希乌神庙,喬希烏神廟,Sanctuaire Jo Siü,Santuario de Io'xiu,Josiu Shrine
Dungeon113,Santuario de Iogo'u,Jogou Shrine,Sanctuaire Jo Goü,죠고우의 사당,ジョゴウの祠,Святилище Дзёгоу,Tempel van Jogou,Sacrario di Jogou,Djogo-u-Schrein,乔高乌神庙,喬高烏神廟,Sanctuaire Jo Goü,Santuario de Iogo'u,Jogou Shrine
Dungeon094,Santuario de Iomis'uqi,Yomizuk Shrine,Sanctuaire Yomi Zuqi,요미즈키의 사당,ヨミズキの祠,Святилище Ёмидзуки,Tempel van Yomizuk,Sacrario di Yomizuk,Jomisuhk-Schrein,悠米诸奇神庙,悠米諸奇神廟,Sanctuaire Yomi Zuqi,Santuario de Iomis'uqi,Yomizuk Shrine
Dungeon101,Santuario de Ioniu,Joniu Shrine,Sanctuaire Jo Niü,죠니우의 사당,ジョニウの祠,Святилище Дзёниу,Tempel van Joniu,Sacrario di Jon Ilu,Joni’u-Schrein,乔尼乌神庙,喬尼烏神廟,Sanctuaire Jo Niü,Santuario de Ioniu,Joniu Shrine
Dungeon134,Santuario de Ioqi'ga,Jochi-ihiga Shrine,Sanctuaire Joti Ihiga,죠치이히가의 사당,ジョチイヒガの祠,Святилище Дзёти-Ихига,Tempel van Jochi-ihiga,Sacrario di Joh Ihiga,Iodsi-ihiga-Schrein,乔奇伊喜嘎神庙,喬奇伊喜嘎神廟,Sanctuaire Joti Ihiga,Santuario de Ioqi'ga,Jochi-ihiga Shrine
Dungeon001,Santuario de Ioqi'ui,Jochi-iu Shrine,Sanctuaire Joti Iyu,죠치이우의 사당,ジョチイウの祠,Святилище Дзёти-Иу,Tempel van Jochi-iu,Sacrario di Jochi Iu,Joti-i’u-Schrein,乔奇伊乌神庙,喬奇伊烏神廟,Sanctuaire Joti Iyu,Santuario de Ioqi'ui,Jochi-iu Shrine
Dungeon130,Santuario de Ioqis'iu,Jochisiu Shrine,Sanctuaire Joti Xiü,죠치시우의 사당,ジョチシウの祠,Святилище Дзётисиу,Tempel van Jochisiu,Sacrario di Jochi Shu,Jotsisi’u-Schrein,乔奇希乌神庙,喬奇希烏神廟,Sanctuaire Joti Xiü,Santuario de Ioqis'iu,Jochisiu Shrine
Dungeon071,Santuario de Ioqu'sin,Joku-usin Shrine,Sanctuaire Joq Usini,죠쿠우시니의 사당,ジョクウシニの祠,Святилище Дзёку-Усини,Tempel van Joku-usin,Sacrario di Joqu Ushin,Djok-usini-Schrein,乔克乌希尼神庙,喬克烏希尼神廟,Sanctuaire Joq Usini,Santuario de Ioqu'sin,Joku-usin Shrine
Dungeon109,Santuario de Ioqu'u,Joku-u Shrine,Sanctuaire Joq U,죠쿠우의 사당,ジョクウの祠,Святилище Дзёку-У,Tempel van Joku-u,Sacrario di Joq Urum,Djoqu-u-Schrein,乔克乌神庙,喬克烏神廟,Sanctuaire Joq U,Santuario de Ioqu'u,Joku-u Shrine
Dungeon142,Santuario de Ios'ini,Jiosin Shrine,Sanctuaire Zio Siniö,지오시니오의 사당,ジオシニオの祠,Святилище Дзиосинио,Tempel van Jiosin,Sacrario di Jou Sinit,Djiosinih-Schrein,吉欧希尼欧神庙,吉歐希尼歐神廟,Sanctuaire Zio Siniö,Santuario de Ios'ini,Jiosin Shrine
Dungeon102,Santuario de Iot'aq,Jiotak Shrine,Sanctuaire Zio Taqiö,지오타키오의 사당,ジオタキオの祠,Святилище Дзиотакио,Tempel van Jiotak,Sacrario di Jotak Ioh,Djiotaqi’o-Schrein,吉欧塔奇欧神庙,吉歐塔奇歐神廟,Sanctuaire Zio Taqiö,Santuario de Iot'aq,Jiotak Shrine
Dungeon141,Santuario de Ioun'u,Joju-u-u Shrine,Sanctuaire Joju Uü,죠쥬우우의 사당,ジョジュウウの祠,Святилище Дзёдзю-У,Tempel van Joju-u-u,Sacrario di Joh Huk,Djodj’u-u-Schrein,乔久乌乌神庙,喬久烏烏神廟,Sanctuaire Joju Uü,Santuario de Ioun'u,Joju-u-u Shrine
Dungeon057,Santuario de Iqaisen,Jikais Shrine,Sanctuaire Ziqa Isen,지카이세음의 사당,ジカイセンの祠,Святилище Дзика-Исэн,Tempel van Jikais,Sacrario di Jiqaisen,Jikaiz-en-Schrein,吉卡伊世恩神庙,吉卡伊世恩神廟,Sanctuaire Ziqa Isen,Santuario de Iqaisen,Jikais Shrine
Dungeon103,Santuario de Iqataq,Ikatak Shrine,Sanctuaire Iqa Taq,이카타쿠의 사당,イカタクの祠,Святилище Икатаку,Tempel van Ikatak,Sacrario di Ik Takuh,Iqatak-Schrein,伊卡塔克神庙,伊卡塔克神廟,Sanctuaire Iqa Taq,Santuario de Iqataq,Ikatak Shrine
Dungeon118,Santuario de Irasuq,Irasak Shrine,Sanctuaire Ila Saqu,이라사쿠의 사당,イラサクの祠,Святилище Ирасаку,Tempel van Irasak,Sacrario di Irasaku,Irazak-Schrein,伊拉萨库神庙,伊拉薩庫神廟,Sanctuaire Ila Saqu,Santuario de Irasuq,Irasak Shrine
Dungeon045,Santuario de Iruta'um,Jirutagumac Shrine,Sanctuaire Ziruta Gumati,지루타구마치의 사당,ジルタグマチの祠,Святилище Дзирутагумати,Tempel van Jirutagumac,Sacrario di Jirtag Mach,Jiru-tag’mats-Schrein,吉鲁塔古马奇神庙,吉魯塔古馬奇神廟,Sanctuaire Ziruta Gumati,Santuario de Iruta'um,Jirutagumac Shrine
Dungeon073,Santuario de Isi'ime,Isisim Shrine,Sanctuaire Isi Sime,이시시메의 사당,イシシメの祠,Святилище Исисимэ,Tempel van Isisim,Sacrario di Ishis Hime,Issim-Schrein,伊希希每神庙,伊希希每神廟,Sanctuaire Isi Sime,Santuario de Isi'ime,Isisim Shrine
Dungeon029,Santuario de Iso'dag,Ishodag Shrine,Sanctuaire Ixoda Qun,이쇼다구음의 사당,イショダグンの祠,Святилище Исёдагун,Tempel van Ishodag,Sacrario di Ish Dagun,Ishodgun-Schrein,伊修达古恩神庙,伊修達古恩神廟,Sanctuaire Ixoda Qun,Santuario de Iso'dag,Ishodag Shrine
Dungeon131,Santuario de Iso'qin,Ishokin Shrine,Sanctuaire Ixo Qin,이쇼키음의 사당,イショキンの祠,Святилище Исёкин,Tempel van Ishokin,Sacrario di Ishokin,Ishokin-Schrein,伊修奇恩神庙,伊修奇恩神廟,Sanctuaire Ixo Qin,Santuario de Iso'qin,Ishokin Shrine
Dungeon013,Santuario de Iu'qoum,Jiukoum Shrine,Sanctuaire Ziu Qoüme,지우코우메의 사당,ジウコウメの祠,Святилище Дзи-Укоумэ,Tempel van Jiukoum,Sacrario di Ju Kohume,Jiuk-um-Schrein,吉乌可乌每神庙,吉烏可烏每神廟,Sanctuaire Ziu Qoüme,Santuario de Iu'qoum,Jiukoum Shrine
Dungeon014,Santuario de Iun'oroq,Iun-orok Shrine,Sanctuaire Iün Oloq,이우음오로쿠의 사당,イウンオロクの祠,Святилище Иун-Ороку,Tempel van Iun-orok,Sacrario di Jun Oroku,I’un-oroq-Schrein,伊乌恩欧罗克神庙,伊烏恩歐羅克神廟,Sanctuaire Iün Oloq,Santuario de Iun'oroq,Iun-orok Shrine
Dungeon038,Santuario de Iyo'o,Ijo-o Shrine,Sanctuaire Ijo O,이죠오의 사당,イジョオの祠,Святилище Идзё-О,Tempel van Ijo-o,Sacrario di Ijo Hou,Idjo-o-Schrein,伊乔欧神庙,伊喬歐神廟,Sanctuaire Ijo O,Santuario de Iyo'o,Ijo-o Shrine
Dungeon149,Santuario de Maia'am,Mayam Shrine,Sanctuaire Maya Miï,마야미이의 사당,マヤミイの祠,Святилище Мая-Мий,Tempel van Mayam,Sacrario di Maya Mihin,Maya-mi’i-Schrein,马亚米伊神庙,馬亞米伊神廟,Sanctuaire Maya Miï,Santuario de Maia'am,Mayam Shrine
Dungeon095,Santuario de Maia'his,Mayahisik Shrine,Sanctuaire Maya Hisiqa,마야히시카의 사당,マヤヒシカの祠,Святилище Мая-Хисика,Tempel van Mayahisik,Sacrario di Myah Isiq,Maya-hishka-Schrein,马亚喜希卡神庙,馬亞喜希卡神廟,Sanctuaire Maya Hisiqa,Santuario de Maia'his,Mayahisik Shrine
Dungeon009,Santuario de Maia'masun,Mayamats Shrine,Sanctuaire Maya Matuno,마야마츠노의 사당,マヤマツノの祠,Святилище Маямацуно,Tempel van Mayamats,Sacrario di Mahmat Xun,Maya-matuno-Schrein,马亚马兹诺神庙,馬亞馬茲諾神廟,Sanctuaire Maya Matuno,Santuario de Maia'masun,Mayamats Shrine
Dungeon066,Santuario de Maia'nat,Mayanas Shrine,Sanctuaire Maya Nasi,마야나시의 사당,マヤナシの祠,Святилище Маянаси,Tempel van Mayanas,Sacrario di Mayanahsi,Maya-naji-Schrein,马亚纳希神庙,馬亞納希神廟,Sanctuaire Maya Nasi,Santuario de Maia'nat,Mayanas Shrine
Dungeon017,Santuario de Maia'oqo,Mayak Shrine,Sanctuaire Maya Qoqo,마야코코의 사당,マヤココの祠,Святилище Ма-Якоко,Tempel van Mayak,Sacrario di Mah Yakoh,Maya-koq-Schrein,马亚可可神庙,馬亞可可神廟,Sanctuaire Maya Qoqo,Santuario de Maia'oqo,Mayak Shrine
Dungeon125,Santuario de Maia'otaq,Mayaotaki Shrine,Sanctuaire Maya Otaqi,마야오타키의 사당,マヤオタキの祠,Святилище Ма-Яотаки,Tempel van Mayaotaki,Sacrario di Maya Tahki,Maya-otaki-Schrein,马亚欧塔奇神庙,馬亞歐塔奇神廟,Sanctuaire Maya Otaqi,Santuario de Maia'otaq,Mayaotaki Shrine
Dungeon148,Santuario de Maia'siara,Mayasiar Shrine,Sanctuaire Maya Siäla,마야시아라의 사당,マヤシアラの祠,Святилище Маясиара,Tempel van Mayasiar,Sacrario di Maya Shara,Maya-skiara-Schrein,马亚希阿拉神庙,馬亞希阿拉神廟,Sanctuaire Maya Siäla,Santuario de Maia'siara,Mayasiar Shrine
Dungeon047,Santuario de Maia'taat,Mayatat Shrine,Sanctuaire Maya Tata,마야타타의 사당,マヤタタの祠,Святилище Ма-Ятата,Tempel van Mayatat,Sacrario di Miat Atam,Maya-tata-Schrein,马亚塔塔神庙,馬亞塔塔神廟,Sanctuaire Maya Tata,Santuario de Maia'taat,Mayatat Shrine
Dungeon074,Santuario de Maia'tiden,Mayachideg Shrine,Sanctuaire Maya Tidegina,마야치데기나의 사당,マヤチデギナの祠,Святилище Мая-Тидэгина,Tempel van Mayachideg,Sacrario di Mayach Degin,Maya-tjidegin-Schrein,马亚奇德基纳神庙,馬亞奇德基納神廟,Sanctuaire Maya Tidegina,Santuario de Maia'tiden,Mayachideg Shrine
Dungeon004,Santuario de Maia'tinou,Mayachin Shrine,Sanctuaire Maya Tinoü,마야치노우의 사당,マヤチノウの祠,Святилище Ма-Ятиноу,Tempel van Mayachin,Sacrario di Myach Inou,Maya-tsino’u-Schrein,马亚奇诺乌神庙,馬亞奇諾烏神廟,Sanctuaire Maya Tinoü,Santuario de Maia'tinou,Mayachin Shrine
Dungeon043,Santuario de Maia'umeq,Mayaumekis Shrine,Sanctuaire Mayaü Meqisa,마야우메키사의 사당,マヤウメキサの祠,Святилище Маяумэкиса,Tempel van Mayaumekis,Sacrario di Mayu Mekisa,Maya-um’kiza-Schrein,马亚乌每奇萨神庙,馬亞烏每奇薩神廟,Sanctuaire Mayaü Meqisa,Santuario de Maia'umeq,Mayaumekis Shrine
Dungeon028,Santuario de Maia'usiu,Mayausiy Shrine,Sanctuaire Maya Usiyu,마야우시유의 사당,マヤウシユの祠,Святилище Маяусию,Tempel van Mayausiy,Sacrario di Mayu Simu,Maya-usi’u-Schrein,马亚乌希尤神庙,馬亞烏希尤神廟,Sanctuaire Maya Usiyu,Santuario de Maia'usiu,Mayausiy Shrine
Dungeon097,Santuario de Maoiesuq,Maoikes Shrine,Sanctuaire Maoï Qesqa,마오이케스카의 사당,マオイケスカの祠,Святилище Маой-Кэска,Tempel van Maoikes,Sacrario di Moike Shuk,Ma’o’ik-zuk-Schrein,马欧伊凯斯卡神庙,馬歐伊凱斯卡神廟,Sanctuaire Maoï Qesqa,Santuario de Maoiesuq,Maoikes Shrine
Dungeon135,Santuario de Maqasur,Makasura Shrine,Sanctuaire Maqa Sula,마카스라의 사당,マカスラの祠,Святилище Макасура,Tempel van Makasura,Sacrario di Maqasura,Makasura-Schrein,马卡斯拉神庙,馬卡斯拉神廟,Sanctuaire Maqa Sula,Santuario de Maqasur,Makasura Shrine
Dungeon126,Santuario de Maqu'ur,Makurukis Shrine,Sanctuaire Maqlu Qisa,마쿠루키사의 사당,マクルキサの祠,Святилище Макурукиса,Tempel van Makurukis,Sacrario di Makuru Kisa,Maqru’kiza-Schrein,马克鲁奇萨神庙,馬克魯奇薩神廟,Sanctuaire Maqlu Qisa,Santuario de Maqu'ur,Makurukis Shrine
Dungeon064,Santuario de Maraqu'ti,Marakuguc Shrine,Sanctuaire Malaq Guti,마라쿠구치의 사당,マラクグチの祠,Святилище Маракугути,Tempel van Marakuguc,Sacrario di Marak Guh,Marak-gutsi-Schrein,马拉克古奇神庙,馬拉克古奇神廟,Sanctuaire Malaq Guti,Santuario de Maraqu'ti,Marakuguc Shrine
Dungeon114,Santuario de Marari'in,Marari-in Shrine,Sanctuaire Maya Liïna,마야리이나의 사당,マヤリイナの祠,Святилище Марари-Ина,Tempel van Marari-in,Sacrario di Maral Inah,Maya-ri’ina-Schrein,马亚里伊纳神庙,馬亞里伊納神廟,Sanctuaire Maya Liïna,Santuario de Marari'in,Marari-in Shrine
Dungeon147,Santuario de Minetaq,Minetak Shrine,Sanctuaire Mineta Qalqa,미네타카카의 사당,ミネタカカの祠,Святилище Минтакако,Tempel van Minetak,Sacrario di Minet Aqah,Minetakka-Schrein,米聂塔卡卡神庙,米聶塔卡卡神廟,Sanctuaire Mineta Qalqa,Santuario de Minetaq,Minetak Shrine
Dungeon087,Santuario de Miriotaniq,Miryotanog Shrine,Sanctuaire Milio Tanigo,미료타니고의 사당,ミリョタニゴの祠,Святилище Мирётаниго,Tempel van Miryotanog,Sacrario di Miri Tanig,Mirjotanig-Schrein,米琉塔尼高神庙,米琉塔尼高神廟,Sanctuaire Milio Tanigo,Santuario de Miriotaniq,Miryotanog Shrine
Dungeon011,Santuario de Mog'ahuac,Mogawak Shrine,Sanctuaire Moga Uaqa,모가와카의 사당,モガワカの祠,Святилище Могавака,Tempel van Mogawak,Sacrario di Mogawaq,Moga-waka-Schrein,摩嘎瓦卡神庙,摩嘎瓦卡神廟,Sanctuaire Moga Uaqa,Santuario de Mog'awaq,Mogawak Shrine
Dungeon052,Santuario de Mogisar,Mogisari Shrine,Sanctuaire Mogi Sali,모기사리의 사당,モギサリの祠,Святилище Могисари,Tempel van Mogisari,Sacrario di Mogisari,Mogisari-Schrein,摩基萨里神庙,摩基薩里神廟,Sanctuaire Mogi Sali,Santuario de Mogisar,Mogisari Shrine
Dungeon089,Santuario de Momo'siq,Momosik Shrine,Sanctuaire Momo Siqa,모모시카의 사당,モモシカの祠,Святилище Момосика,Tempel van Momosik,Sacrario di Momo Shik,Momosik-Schrein,摩摩希卡神庙,摩摩希卡神廟,Sanctuaire Momo Siqa,Santuario de Momo'siq,Momosik Shrine
Dungeon098,Santuario de Mosiap,Moshapin Shrine,Sanctuaire Moxa Pin,모샤피음의 사당,モシャピンの祠,Святилище Мосяпин,Tempel van Moshapin,Sacrario di Moh Sapin,Moshapin-Schrein,摩夏皮恩神庙,摩夏皮恩神廟,Sanctuaire Moxa Pin,Santuario de Mosiap,Moshapin Shrine
Dungeon096,Santuario de Mosutis,Motsusis Shrine,Sanctuaire Motu Sisi,모츠시시의 사당,モツシシの祠,Святилище Моцусиси,Tempel van Motsusis,Sacrario di Moz Tusih,Motusij-Schrein,摩兹希希神庙,摩茲希希神廟,Sanctuaire Motu Sisi,Santuario de Mosutis,Motsusis Shrine
Dungeon144,Santuario de Muronoq,Morok Shrine,Sanctuaire Mo Lonqu,모로음쿠의 사당,モロンクの祠,Святилище Моронку,Tempel van Morok,Sacrario di Moronku,Molonok-Schrein,摩罗恩克神庙,摩羅恩克神廟,Sanctuaire Mo Lonqu,Santuario de Muronoq,Morok Shrine
Dungeon005,Santuario de Musanoq'ir,Musanokir Shrine,Sanctuaire Musano Qila,무사노키라의 사당,ムサノキラの祠,Святилище Мусанокира,Tempel van Musanokir,Sacrario di Musan Okira,Muzanqira-Schrein,姆萨诺奇拉神庙,姆薩諾奇拉神廟,Sanctuaire Musano Qila,Santuario de Musanoq'ir,Musanokir Shrine
Dungeon063,Santuario de Nasio'aia,Nachoyah Shrine,Sanctuaire Nacho Yaha,나쵸야하의 사당,ナチョヤハの祠,Святилище Натё-Яха,Tempel van Nachoyah,Sacrario di Nakon Jah,Natjo-yaha-Schrein,纳裘亚哈神庙,納裘亞哈神廟,Sanctuaire Nacho Yaha,Santuario de Nasio'aia,Nachoyah Shrine
Dungeon110,Santuario de Nataq,Natak Shrine,Sanctuaire Nata Qalqa,나타카카의 사당,ナタカカの祠,Святилище Натакако,Tempel van Natak,Sacrario di Nat Kah,Natakka-Schrein,纳塔卡卡神庙,納塔卡卡神廟,Sanctuaire Nata Qalqa,Santuario de Nataq'aq,Natak Shrine
Dungeon106,Santuario de Nin'isi,Ninjis Shrine,Sanctuaire Nin Zixi,니음지시의 사당,ニンジシの祠,Святилище Ниндзиси,Tempel van Ninjis,Sacrario di Inin Jix,Nindjisi-Schrein,尼恩吉希神庙,尼恩吉希神廟,Sanctuaire Nin Zixi,Santuario de Nin'isi,Ninjis Shrine
Dungeon070,Santuario de Nouda,Nouda Shrine,Sanctuaire Noü Da,노우다의 사당,ノウダの祠,Святилище Ноуда,Tempel van Nouda,Sacrario di Nouda,No-uda-Schrein,诺乌达神庙,諾烏達神廟,Sanctuaire Noü Da,Santuario de Nouda,Nouda Shrine
Dungeon112,Santuario de O'ogin,O-ogim Shrine,Sanctuaire O Ogin,오오기음의 사당,オオギンの祠,Святилище О-Огин,Tempel van O-ogim,Sacrario di Oo Gin,O-ogin-Schrein,欧欧基恩神庙,歐歐基恩神廟,Sanctuaire O Ogin,Santuario de O'ogin,O-ogim Shrine
Dungeon123,Santuario de Oiami,Yamiyo Shrine,Sanctuaire Oya Miö,오야미오의 사당,オヤミオの祠,Святилище Оямио,Tempel van Yamiyo,Sacrario di Hoya Myoh,Ojami’o-Schrein,欧亚米欧神庙,歐亞米歐神廟,Sanctuaire Oya Miö,Santuario de Oiami,Yamiyo Shrine
Dungeon003,Santuario de Oromu'aq,Oromuwak Shrine,Sanctuaire Olom Uaqa,오로무와카의 사당,オロムワカの祠,Святилище Оромувака,Tempel van Oromuwak,Sacrario di Oromu Waqa,Orom-waka-Schrein,欧罗姆瓦卡神庙,歐羅姆瓦卡神廟,Sanctuaire Olom Uaqa,Santuario de Oromu'aq,Oromuwak Shrine
Dungeon019,Santuario de Orosium,Orochium Shrine,Sanctuaire Olo Tiüm,오로치우무의 사당,オロチウムの祠,Святилище Оротиуму,Tempel van Orochium,Sacrario di Orochi Umu,Orotsi-um-Schrein,欧罗奇乌姆神庙,歐羅奇烏姆神廟,Sanctuaire Olo Tiüm,Santuario de Orosium,Orochium Shrine
